"""GMCR""","""Keurig Green Moun""",143.11,"""10/20/2014""","""2:54pm""","""+5.40 - +3.92%""","1366936
"
"""GME""","""Gamestop Corporat""",40.725,"""10/20/2014""","""2:54pm""","""+0.865 - +2.17%""","1808194
"
"""GNW""","""Genworth Financia""",12.72,"""10/20/2014""","""2:54pm""","""+0.02 - +0.16%""","2089529
"
"""GOOG""","""Google Inc.""",518.3906,"""10/20/2014""","""2:54pm""","""+7.2206 - +1.41%""","2020432
"
"""GOOGL""","""Google Inc.""",530.17,"""10/20/2014""","""2:54pm""","""+7.20 - +1.38%""","2186348
"
"""GPC""","""Genuine Parts Com""",89.02,"""10/20/2014""","""2:54pm""","""+0.47 - +0.53%""","525869
"
"""GPS""","""Gap"," Inc. (The) C""",36.195,"""10/20/2014""","""2:54pm""","""+0.455 - +1.27%""","2227798
"
"""GRMN""","""Garmin Ltd.""",52.62,"""10/20/2014""","""2:54pm""","""+0.38 - +0.73%""","434117
"
"""GS""","""Goldman Sachs Gro""",177.38,"""10/20/2014""","""2:54pm""","""+0.47 - +0.27%""","1621519
"
"""GT""","""The Goodyear Tire""",20.37,"""10/20/2014""","""2:54pm""","""+0.16 - +0.79%""","2467230
"
"""GWW""","""W.W. Grainger"," In""",230.575,"""10/20/2014""","""2:54pm""","""-1.325 - -0.57%""","571882
"
"""HAL""","""Halliburton Compa""",53.20,"""10/20/2014""","""2:55pm""","""+0.60 - +1.14%""","14299868
"
"""HAR""","""Harman Internatio""",92.51,"""10/20/2014""","""2:54pm""","""-0.52 - -0.56%""","349105
"
"""HAS""","""Hasbro"," Inc.""",56.79,"""10/20/2014""","""2:55pm""","""+2.94 - +5.46%""","2144417
"
"""HBAN""","""Huntington Bancsh""",9.13,"""10/20/2014""","""2:55pm""","""0.00 - 0.00%""","7319402
"
"""HCBK""","""Hudson City Banco""",8.85,"""10/20/2014""","""2:55pm""","""-0.03 - -0.34%""","2019506
"
"""HCN""","""Health Care REIT","""",67.75,"""10/20/2014""","""2:55pm""","""+0.75 - +1.12%""","1121301
"
"""HCP""","""HCP"," Inc. Common """,42.82,"""10/20/2014""","""2:55pm""","""+0.32 - +0.75%""","942913
"
"""HD""","""Home Depot"," Inc. """,91.85,"""10/20/2014""","""2:55pm""","""+1.61 - +1.78%""","3296943
"
"""HES""","""Hess Corporation """,80.03,"""10/20/2014""","""2:55pm""","""+1.42 - +1.81%""","1753434
"
"""HIG""","""Hartford Financia""",36.41,"""10/20/2014""","""2:54pm""","""+0.32 - +0.89%""","3717603
"
"""HOG""","""Harley-Davidson"," """,58.24,"""10/20/2014""","""2:55pm""","""-0.39 - -0.67%""","2116379
"
"""HON""","""Honeywell Interna""",89.62,"""10/20/2014""","""2:55pm""","""-0.44 - -0.49%""","3233823
"
"""HOT""","""Starwood Hotels &""",77.05,"""10/20/2014""","""2:55pm""","""+1.55 - +2.05%""","1504586
"
"""HP""","""Helmerich & Payne""",87.34,"""10/20/2014""","""2:55pm""","""+2.66 - +3.14%""","1058072
"
"""HPQ""","""Hewlett-Packard C""",33.59,"""10/20/2014""","""2:55pm""","""-0.57 - -1.67%""","9030865
"
"""HRB""","""H&R Block"," Inc. C""",30.12,"""10/20/2014""","""2:55pm""","""+0.21 - +0.70%""","3818582
"
"""HRL""","""Hormel Foods Corp""",51.35,"""10/20/2014""","""2:55pm""","""+1.18 - +2.35%""","336291
"
"""HRS""","""Harris Corporatio""",64.80,"""10/20/2014""","""2:55pm""","""+0.57 - +0.89%""","390281
"
"""HSP""","""Hospira Inc""",49.85,"""10/20/2014""","""2:55pm""","""-0.22 - -0.44%""","637241
"
"""HST""","""Host Hotels & Res""",21.83,"""10/20/2014""","""2:55pm""","""+0.35 - +1.63%""","7602952
"
